"","x"
"536",4.16e-07
"537",0.004819008
"538",0.5
"539",0.000276752
"540",0.003862064
"541",5.4576e-05
"542",5.12e-07
"543",4.8e-08
"544",3.2e-08
"545",0.001410272
"546",3.36e-07
"547",0.000250976
"548",0.00081504
"549",0.001842544
"550",3.84e-07
"551",0.002702064
"552",4.1856e-05
"553",2.88e-07
"554",4.8e-08
"555",1.6e-08
"556",4.9296e-05
"557",1.76e-07
"558",1.1936e-05
"559",0.003738816
"560",0.004610672
"561",0.000420752
"562",1.6e-08
"563",0.004002496
"564",3.2528e-05
"565",0.000456832
"566",4.8e-08
"567",4.8e-08
"568",0.001255632
"569",8.5792e-05
"570",3.1008e-05
"571",0.001531952
"572",0.00095752
"573",0.005375936
"574",1.6e-07
"575",8e-08
"576",0.00107672
"577",0.5
"578",1.328e-06
"579",0.000255024
"580",9.6e-08
"581",0.001332928
"582",2.144e-06
"583",0.000544832
"584",0.001109312
"585",2.816e-06
"586",1.6e-08
"587",0.001846
"588",7.104e-06
"589",0.000378304
"590",0.001020576
"591",1.4864e-05
"592",0.000102016
"593",0.002676448
"594",4.168e-05
"595",3.072e-06
"596",0.004558496
"597",4.32e-07
"598",0.006337312
"599",0.000449184
"600",2.9184e-05
"601",3.3424e-05
"602",3.1312e-05
"603",6.848e-06
"604",4.6816e-05
"605",3.2e-08
"606",0.00295336
"607",0.000878928
"608",6.24e-07
"609",0.0002924
"610",3.2e-08
"611",2.56e-07
"612",1.6e-08
"613",0.004356064
"614",3.5984e-05
"615",5.624e-05
"616",5.744e-06
"617",4.48e-07
"618",0.0002468
"619",0.004548448
"620",1.392e-05
"621",0.000741472
"622",0.00509984
"623",1.28e-07
"624",4.08e-06
"625",0.000977504
"626",0.001205392
"627",0.00179456
"628",0.001881744
"629",0.5
"630",4.8e-08
"631",6.4e-08
"632",0.001946704
"633",2.68e-05
"634",0.010726032
"635",0.000144992
"636",1.12e-06
"637",0.000414064
"638",1.6e-07
"639",2.56e-07
"640",0.0003696
"641",0.001268624
"642",0.000390512
"643",0.00414136
"644",1.44e-07
"645",3.4128e-05
"646",5.44e-07
"647",4.1904e-05
"648",6.7712e-05
"649",4.32e-07
"650",3.04e-07
"651",0.002608464
"652",0.00028152
"653",0.002507472
"654",0.00519944
"655",0.003438688
"656",0.001296336
"657",0.5
"658",4.8e-08
"659",0.000152496
"660",0.000570976
"661",0.0013036
"662",6.08e-07
"663",0.00082368
"664",5.28e-07
"665",0.000208384
"666",1.344e-05
"667",9.6e-08
"668",1.6e-08
"669",1.0144e-05
"670",4.16e-07
"671",0.002419552
"672",0.002693184
"673",0.003054016
"674",0.001671728
"675",1.504e-06
"676",1.44e-07
"677",8.992e-05
"678",0.001320288
"679",4.96e-07
"680",1.28e-07
"681",2.4e-07
"682",1.76e-07
"683",0.000766544
"684",1.28e-07
"685",1.6e-08
"686",8e-08
"687",5.2e-06
"688",0.00054944
"689",0.000320368
"690",2.88e-07
"691",1.92e-07
"692",0.006940688
"693",0.001592032
"694",0.000488016
"695",0.000498768
"696",0.00177672
"697",0.00385888
"698",1.8736e-05
"699",0.5
"700",0.001993088
"701",9.6e-08
"702",0.002139824
"703",0.001377376
"704",1.2e-06
"705",4.8e-08
"706",0.001850672
"707",0.001142064
"708",0.001148288
"709",0.000764656
"710",1.12e-07
"711",4.48e-07
"712",0.004781936
"713",6.4e-08
"714",0.000440752
"715",0.00390984
"716",0.001668032
"717",5.12e-07
"718",0.001337408
"719",4.8e-08
"720",0.000112864
"721",0.00101896
"722",0.5
"723",0.000606784
"724",0.002724656
"725",6.4e-08
"726",2.88e-07
"727",1.9344e-05
"728",5.584e-06
"729",9.6e-08
"730",1.008e-05
"731",0.002538496
"732",0.000595904
"733",0.0004212
"734",0.000214544
"735",6.4432e-05
"736",1.424e-06
"737",0.00013496
"738",5.6e-07
"739",1.12e-07
"740",0.000350928
"741",0.002923104
"742",4.16e-07
"743",7.2224e-05
"744",0.000386608
"745",1.088e-06
"746",0.003924256
"747",0.001612304
"748",4.8e-08
"749",4.8e-08
"750",1.6144e-05
"751",6.56e-07
"752",0.002607984
"753",0.000964848
"754",0.5
"755",1.536e-06
"756",1.12e-07
"757",0.000888848
"758",0.000834352
"759",0.000266448
"760",0.00024704
"761",0.000547552
"762",2.56e-07
"763",0.00159128
"764",5.1904e-05
"765",0.002168032
"766",0.000647056
"767",0.000604896
"768",0.001084976
"769",2.24e-07
"770",0.005201872
"771",9.064e-05
"772",0.000999248
"773",0.00296784
"774",2.88e-07
"775",3.2e-08
"776",8.16e-07
"777",0.000159584
"778",0.0044964
"779",0.003281728
"780",1.408e-06
"781",0.003571376
"782",4.744e-05
"783",3.2e-08
"784",0.001039088
"785",2.4e-07
"786",2.56e-07
"787",0.000208032
"788",0.000693792
"789",6.24e-07
"790",0.000888496
"791",4.32e-07
"792",0.007931312
"793",6.4e-07
"794",7.7952e-05
"795",5.28e-07
"796",0.00049552
"797",0.000239088
"798",0.001290336
"799",6.72e-07
"800",4.96e-07
"801",3.2e-07
"802",0.000693472
"803",0.001804656
"804",1.76e-06
"805",1.2256e-05
"806",0.000724976
"807",0.001211392
"808",8.112e-06
"809",0.0006692
"810",1.168e-06
"811",6.4e-08
"812",8e-08
"813",0.004243184
"814",0.000904416
"815",7.36e-07
"816",0.00086128
"817",0.001386736
"818",0.001136736
"819",1.6e-07
"820",4e-07
"821",0.000193552
"822",0.00016928
"823",0.000175296
"824",0.00086192
"825",0.000171136
"826",0.002606096
"827",0.000197824
"828",4.128e-06
"829",0.000121776
"830",0.004125536
"831",0.000526032
"832",0.000282464
"833",0.005061232
"834",0.001854528
"835",1.184e-06
"836",9.6e-08
"837",0.00015368
"838",0.5
"839",1.6e-07
"840",0.004249712
"841",0.00019256
"842",3.68e-07
"843",3.2e-07
"844",5.92e-07
"845",3.936e-06
"846",6.8256e-05
"847",1.12e-07
"848",0.000318768
"849",2.88e-07
"850",0.00128936
"851",3.0624e-05
"852",9.6e-08
"853",0.002003504
"854",0.003806192
"855",1.6e-07
"856",0.00016288
"857",0.000380768
"858",2.2704e-05
"859",4.8e-08
"860",1.312e-06
"861",6.616e-05
"862",1.696e-06
"863",1.12e-07
"864",8.32e-07
"865",6.72e-07
"866",3.68e-07
"867",3.1168e-05
"868",2.56e-07
"869",0.000390336
"870",5.12e-07
"871",1.952e-06
"872",0.00026048
"873",4.8e-08
"874",7.752e-05
"875",1.76e-07
"876",0.0007264
"877",0.00019728
"878",0.000370032
"879",0.000100208
"880",0.000636912
"881",0.00032968
"882",0.000807344
"883",0.000642752
"884",2.72e-07
"885",4.8e-08
"886",1.2512e-05
"887",0.000141408
"888",0.001086736
"889",7.36e-07
"890",0.000569168
"891",4.32e-07
"892",1.92e-07
"893",9.6e-07
"894",1.04e-05
"895",0.000152544
"896",4.96e-07
"897",1.6e-08
"898",0.000165712
"899",2.72e-07
"900",0.0013912
"901",0.00043232
"902",0.00040032
"903",0.000331408
"904",0.001729856
"905",1.184e-06
"906",7.1088e-05
"907",0.001564528
"908",3.2e-08
"909",1.44e-07
"910",3.2e-08
"911",8e-08
"912",6.4e-08
"913",3.2e-08
"914",3.2e-08
"915",1.12e-07
"916",3.2e-08
"917",2.72e-07
"918",4.8e-08
"919",3.2e-08
"920",1.44e-07
"921",3.2e-08
"922",5.6e-07
"923",0.000255904
"924",5.76e-07
"925",0.002450528
"926",0.000397104
"927",0.001433184
"928",0.001688432
"929",0.000123952
"930",7.2e-07
"931",0.000157792
"932",7.84e-07
"933",8e-08
"934",0.000984944
"935",0.000183056
"936",2.0112e-05
"937",1.952e-06
"938",5.6e-07
"939",1.44e-07
"940",2.08e-07
"941",0.00158696
"942",0.000363632
"943",1.92e-07
"944",1.6e-08
"945",2.256e-06
"946",3.2e-08
"947",0.00276504
"948",3.2e-08
"949",1.6e-07
"950",0.000213312
"951",1.6e-08
"952",0.000148896
"953",1.28e-07
"954",0.003545952
"955",5.2512e-05
"956",0.000198896
"957",0.001009952
"958",2.56e-07
"959",1.28e-07
"960",6.1728e-05
"961",1.0976e-05
"962",0.002654752
"963",0.000248752
"964",0.00037496
"965",0.000209184
"966",0.000344576
"967",1.472e-06
"968",5.6e-07
"969",0.000215648
"970",8.16e-07
"971",0.000502224
"972",0.000394032
"973",0.001752208
"974",0.005487264
"975",0.00054624
"976",0.000225552
"977",6.56e-06
"978",4.8e-08
"979",0.001048976
"980",0.00094112
"981",0.001922704
"982",0.5
"983",7.7248e-05
"984",2.88e-07
"985",0.009895328
"986",0.000227984
"987",0.000173424
"988",0.001481216
"989",0.002511904
"990",1.216e-06
"991",3.1152e-05
"992",0.00085736
"993",0.002539152
"994",0.002420928
"995",0.000952576
"996",3.216e-06
"997",0.000863728
"998",0.001508544
"999",1.456e-06
"1000",1.92e-07
"1001",0.000132656
"1002",0.5
"1003",0.00023968
"1004",1.7904e-05
"1005",1.04e-06
"1006",7.36e-07
"1007",0.005526304
"1008",0.004382544
"1009",0.002156544
"1010",0.000518912
"1011",0.001296352
"1012",1.12e-06
"1013",8.64e-07
"1014",0.000246672
"1015",0.00412224
"1016",6.4e-08
"1017",1.6e-08
"1018",4.8e-08
"1019",4e-07
"1020",6.4e-08
"1021",1.6e-08
"1022",4.8e-08
"1023",1.76e-07
"1024",1.6e-08
"1025",4.96e-07
"1026",0.0004904
"1027",0.001979824
"1028",0.00059392
"1029",4.48e-07
"1030",1.776e-06
"1031",0.000217136
"1032",1.6e-08
"1033",0.001295216
"1034",0.000625184
"1035",0.001899824
"1036",0.000693408
"1037",0.000416064
"1038",3.2e-08
"1039",0.000186768
"1040",5.792e-06
"1041",0.00022904
"1042",0.001778032
"1043",0.001415456
"1044",3.2e-07
"1045",6.4e-08
"1046",1.6e-08
"1047",0.000121152
"1048",0.000280448
"1049",0.00050824
"1050",1.664e-06
"1051",0.001055264
"1052",1.6e-08
"1053",0.000421168
"1054",0.000710656
"1055",8.32e-07
"1056",0.001142944
"1057",0.5
"1058",1.12e-06
"1059",0.00406792
"1060",0.00330896
"1061",0.00015856
"1062",1.456e-06
"1063",0.001470816
"1064",1.44e-07
"1065",3.2e-08
"1066",6.56e-07
"1067",0.000535136
"1068",0.0028796
"1069",3.2e-08
"1070",1.44e-07
"1071",3.2e-08
"1072",0.00109192
"1073",4.672e-06
"1074",0.003530976
"1075",3.52e-07
"1076",0.002612848
"1077",0.5
"1078",0.00038208
"1079",1.088e-06
"1080",0.001430352
"1081",5.9664e-05
"1082",1.088e-06
"1083",0.000506864
"1084",0.000562272
"1085",0.00214344
"1086",6.08e-07
"1087",0.0015916
"1088",0.007262512
"1089",2.24e-07
"1090",0.00054272
"1091",0.001174256
"1092",8e-08
"1093",3.2384e-05
"1094",1.6e-07
"1095",1.28e-07
"1096",4.8e-08
"1097",1.392e-06
"1098",0.001845472
"1099",4.8e-08
"1100",0.003086672
"1101",2.08e-07
"1102",0.5
"1103",1.6e-08
"1104",0.000647328
"1105",0.001934208
"1106",1.0512e-05
"1107",4.8e-08
"1108",0.000509632
"1109",0.001035856
"1110",0.003710144
"1111",2.192e-06
"1112",2.016e-06
"1113",3.52e-07
"1114",0.00296904
"1115",0.004452384
"1116",6.08e-07
"1117",0.000106208
"1118",0.001186816
"1119",0.000535024
"1120",5.44e-07
"1121",3.2e-07
"1122",0.001164496
"1123",0.000178976
"1124",0.001994624
"1125",0.001629536
"1126",0.0010956
"1127",0.00109496
"1128",0.5
"1129",2.72e-07
"1130",0.002571664
"1131",0.002307232
"1132",0.001330448
"1133",0.00286552
"1134",8.64e-07
"1135",2.56e-07
"1136",0.000198976
"1137",4.96e-07
"1138",0.000338992
"1139",3.04e-07
"1140",1.6e-08
"1141",0.001595808
"1142",3.888e-06
"1143",5.76e-07
"1144",0.00244104
"1145",0.000390208
"1146",0.002539216
"1147",9.36e-06
"1148",0.006230128
"1149",0.5
"1150",1.6e-08
"1151",9.6e-08
"1152",0.00301056
"1153",5.5232e-05
"1154",1.9744e-05
"1155",1.6e-08
"1156",2.016e-05
"1157",1.6e-08
"1158",0.002103104
"1159",1.6e-08
"1160",9.6e-08
"1161",3.2e-07
"1162",7.616e-06
"1163",0.004281344
"1164",3.2e-08
"1165",0.00076504
"1166",0.000229536
"1167",0.00080272
"1168",0.000390368
"1169",4e-07
"1170",0.000239728
"1171",7.264e-06
"1172",0.008015424
"1173",1.6e-07
"1174",0.002840112
"1175",4.16e-07
"1176",4e-06
"1177",4.3296e-05
"1178",0.0009544
"1179",0.00040144
"1180",0.000189856
"1181",4e-07
"1182",0.00147712
"1183",1.12e-07
"1184",3.36e-07
"1185",6.4e-08
"1186",3.2e-08
"1187",9.6e-08
"1188",0.000774272
"1189",0.5
"1190",0.003940832
"1191",3.68e-07
"1192",1.92e-07
"1193",4.672e-06
"1194",1.6e-08
"1195",4.8e-07
"1196",0.001347088
"1197",0.001336496
"1198",1.6e-08
"1199",2.24e-07
"1200",1.28e-07
"1201",0.003145504
"1202",0.001284832
"1203",0.002731984
"1204",1.312e-06
"1205",9.056e-06
"1206",0.001795488
"1207",9.92e-07
"1208",1.368e-05
"1209",0.000205232
"1210",2.24e-07
"1211",0.001921888
"1212",3.68e-07
"1213",0.004872096
"1214",1.696e-06
"1215",1.112e-05
"1216",0.001164176
"1217",3.056e-06
"1218",6.4e-08
"1219",1.6e-08
"1220",9.6e-08
"1221",0.5
"1222",7.2e-07
"1223",1.2032e-05
"1224",0.002428768
"1225",0.002943792
"1226",1.44e-07
"1227",9.6e-08
"1228",1.44e-07
"1229",1.12e-07
"1230",3.2e-08
"1231",0.006550512
"1232",0.000522928
"1233",1.6e-08
"1234",0.001594256
"1235",0.000427008
"1236",0.001848864
"1237",0.003268
"1238",2.7856e-05
"1239",0.5
"1240",0.002053616
"1241",0.003471824
"1242",0.00055144
"1243",8.3504e-05
"1244",0.00048312
"1245",0.000675488
"1246",2.4e-07
"1247",1.136e-06
"1248",3.4672e-05
"1249",1.76e-07
"1250",1.12e-07
"1251",3.552e-06
"1252",0.004273584
"1253",0.000605904
"1254",0.000410928
"1255",0.001565344
"1256",0.001565744
"1257",0.003591168
"1258",0.002465152
"1259",0.5
"1260",1.088e-06
"1261",1.6e-08
"1262",0.00044424
"1263",4.896e-06
"1264",6.4e-08
"1265",5.472e-06
"1266",0.000893568
"1267",0.000919056
"1268",0.00269888
"1269",1.6e-08
"1270",4.32e-07
"1271",0.00064152
"1272",0.000758256
"1273",1.92e-07
"1274",0.003553264
"1275",0.005120576
"1276",4.832e-06
"1277",0.002199344
"1278",0.002705392
"1279",0.001634336
"1280",2.4e-07
"1281",0.00015496
"1282",0.000151264
"1283",0.5
"1284",0.007740032
"1285",8e-08
"1286",0.00019576
"1287",0.003671952
"1288",5.76e-07
"1289",4.8e-08
"1290",0.00018568
"1291",0.00113008
"1292",2.664e-05
"1293",1.3248e-05
"1294",4.384e-05
"1295",1.5312e-05
"1296",2.4e-06
"1297",1.9152e-05
"1298",5.76e-07
"1299",0.002416208
"1300",0.00091
"1301",8.64e-07
"1302",0.000480928
"1303",1.6e-07
"1304",2.5024e-05
"1305",5.3184e-05
"1306",5.28e-07
"1307",2.4e-07
"1308",8.96e-07
"1309",0.00158816
"1310",0.00313488
"1311",1.9984e-05
"1312",0.000860176
"1313",1.28e-07
"1314",0.000521104
"1315",0.012372928
"1316",0.5
"1317",4.504e-05
"1318",2.72e-07
"1319",1.12e-07
"1320",8e-08
"1321",1.3584e-05
"1322",0.00220792
"1323",0.00057696
"1324",0.000110832
"1325",2.4688e-05
"1326",0.009430576
"1327",0.001426176
"1328",0.00494792
"1329",8.064e-06
"1330",0.000103872
"1331",0.003737824
"1332",5.92e-07
"1333",3.04e-07
"1334",7.7968e-05
"1335",1.072e-06
"1336",0.5
"1337",0.001128576
"1338",4.16e-07
"1339",0.00117448
"1340",0.002251152
"1341",0.002938416
"1342",4.8e-07
"1343",3.1552e-05
"1344",1.984e-06
"1345",3.376e-06
"1346",0.002803584
"1347",0.001093536
"1348",3.04e-07
"1349",0.00263032
"1350",0.002448016
"1351",1.6e-07
"1352",4.96e-07
"1353",8.56e-06
"1354",5.088e-06
"1355",6.576e-06
"1356",3.936e-06
"1357",3.552e-06
"1358",4.32e-07
"1359",1.6e-06
"1360",0.003400432
"1361",0.00011904
"1362",6.08e-07
"1363",2.288e-06
"1364",1.904e-06
"1365",1.6e-07
"1366",3.12e-06
"1367",1.6e-08
"1368",4.8e-08
"1369",0.002551968
"1370",0.002986544
"1371",0.000327168
"1372",0.00592032
"1373",0.001548064
"1374",6.4e-08
"1375",0.000905088
"1376",0.00039232
"1377",7.52e-07
"1378",9.6e-08
"1379",0.000362832
"1380",8.8e-07
"1381",4.96e-07
"1382",0.001437408
"1383",0.004193856
"1384",0.00063712
"1385",0.002514768
"1386",0.000811552
"1387",2.048e-05
"1388",7.2e-07
"1389",6.576e-06
"1390",4.816e-06
"1391",2.96e-06
"1392",3.936e-06
"1393",3.904e-06
"1394",1.712e-06
"1395",1.5792e-05
"1396",6.496e-06
"1397",9.2e-06
"1398",1.5648e-05
"1399",4.96e-06
"1400",1.92e-07
"1401",9.28e-07
"1402",2.992e-06
"1403",1.4832e-05
"1404",3.696e-06
"1405",0.002540672
"1406",3.2e-07
"1407",0.003457072
"1408",0.000955344
"1409",0.000456464
"1410",1.072e-06
"1411",2.256e-06
"1412",1.744e-06
"1413",1.6e-08
"1414",9.12e-07
"1415",8.8e-07
"1416",0.005643456
"1417",1.456e-06
"1418",0.006938224
"1419",2.6496e-05
"1420",3.248e-06
"1421",0.003877712
"1422",0.000271488
"1423",0.001382752
"1424",0.001945328
"1425",0.000580192
"1426",0.00014552
"1427",4.96e-07
